StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
70987,98036,188512,7602,Gl 771  A, 60Bet Aql, ,19.92187948,6.40793334,13.70801919,3.71,3.025126481,G8IVvar     ,0.855
62441,86742,161096,6603,, 60Bet Oph, ,17.72454914,4.56691684,25.13826043,2.76,0.758323894,K2III       ,1.168
26314,36046,58207,2821,, 60Iot Gem, ,7.42879891,27.79828561,38.61003861,3.78,0.84649882,G9III+...   ,1.024
47346,64852,115521,5015,, 60Sig Vir, ,13.29341302,5.46984502,165.8374793,4.78,-1.318413439,M2III       ,1.638
68391,94648,181984,7352,, 60Tau Dra, ,19.25924825,73.35521457,46.01932812,4.45,1.135298632,K3III       ,1.257
6718,9631,12641,610,, 61    Cet, ,2.06336751,-0.34014611,101.1122346,5.96,0.935981458,G5V...      ,0.851
32539,44031,76572,3563,, 61    Cnc, ,8.96628728,30.23375878,50.20080321,6.25,2.74644667,F6V         ,0.474
75661,104214,201091,8085,Gl 820  A, 61    Cyg, ,21.11412083,38.74149446,3.482743008,5.2,7.490392855,K5V         ,1.069
75665,104217,201092,8086,Gl 820  B, 61    Cyg, ,21.11449789,38.73441392,3.503608717,6.05,8.327422009,K7V         ,1.309
26398,36156,58579,2837,, 61    Gem, ,7.44898028,20.25758199,124.3781095,5.94,0.466280244,F2Vn        ,0.336
60048,83462,154356,6346,, 61    Her, ,17.0583873,35.41415358,212.7659574,6.19,-0.44951071,M4III       ,1.467
39922,53907,95578,4299,, 61    Leo, ,11.03046358,-2.48449705,157.7287066,4.73,-1.259553711,K5III       ,1.593
62510,86831,161270,6609,, 61    Oph, ,17.74280236,2.57940751,141.0437236,6.16,0.413231176,A1IV-V      ,0.131
83329,114844,219477,8842,, 61    Peg, ,23.26285606,28.24790461,293.255132,6.51,-0.826228105,G5III       ,0.833
2597,3730,4568,217,, 61    Psc, ,0.79853567,20.92531069,57.43825388,6.51,2.713993856,F8V         ,0.521
65483,90844,170920,6957,, 61    Ser, ,18.53249682,-1.00296614,174.8251748,5.93,-0.283019856,A4III       ,0.17
71160,98258,188899,7614,, 61    Sgr, ,19.96583898,-15.49126255,89.44543828,5.01,0.252209018,A2V         ,0.055
42095,56997,101501,4496,Gl 434   , 61    UMa, ,11.68417365,34.20256022,9.541074325,5.31,5.412013605,G8Vvar      ,0.723
47397,64924,115617,5019,Gl 506   , 61    Vir, ,13.30693666,-18.30861062,8.52514919,4.74,5.086490061,G5V         ,0.709
14373,20455,27697,1373,, 61Del1Tau, ,4.38222981,17.5425843,46.97040864,3.77,0.410878307,G8III       ,0.983
20446,28614,40932,2124,, 61Mu  Ori, ,6.03971954,9.64736756,46.53327129,4.12,0.781182077,Am...       ,0.17
16032,22701,31109,1560,, 61Ome Eri, ,4.88157788,-5.45275591,69.49270327,4.36,0.15030397,A9IV        ,0.257
71037,98103,188728,7610,, 61Phi Aql, ,19.93728685,11.42370978,63.13131313,5.28,1.278775886,A1IV        ,0.014
24059,33133,50204,2547,, 61Psi8Aur, ,6.89918723,38.50508594,253.164557,6.46,-0.557014522,B9.5sp...   ,-0.044
69496,96100,185144,7462,Gl 764   , 61Sig Dra, ,19.53905179,69.66540172,5.766680122,4.67,5.865370691,K0V         ,0.786
10980,15627,20756,1005,, 61Tau1Ari, ,3.35378081,21.14714057,141.6430595,5.27,-0.485976495,B5IV        ,-0.067
7548,10819,14212,670,, 62    And, ,2.32134656,47.37998782,78.30853563,5.31,0.840954486,A1V         ,0.006
71598,98844,190299,7667,, 62    Aql, ,20.07309807,-0.70902114,178.5714286,5.67,-0.589059865,K4III       ,1.301
11026,15696,20825,1012,, 62    Ari, ,3.36996958,27.60757659,298.5074627,5.55,-1.824775965,G5III       ,1.1
24432,33614,51440,2600,, 62    Aur, ,6.98413279,38.05261545,184.8428835,6.02,-0.314013674,K2III       ,1.218
16223,22958,31512,1582,, 62    Eri, ,4.94005256,-5.17135066,226.7573696,5.5,-1.277807053,B6V         ,-0.123
40018,54049,95849,4306,, 62    Leo, ,11.06017427,-0.00083195,170.9401709,5.95,-0.21422067,K3III       ,1.218
2624,3760,4627,221,, 62    Psc, ,0.8048179,7.29991977,202.8397566,5.92,-0.615765404,G8III       ,1.104
71483,98688,189763,7650,, 62    Sgr, ,20.04429424,-27.70987972,137.3626374,4.43,-1.259343103,M4III       ,1.64
14431,20533,27778,1378,, 62    Tau, ,4.39993304,24.30102325,222.7171492,6.34,-0.398768295,B3V         ,0.173
42117,57029,101606,4501,, 62    UMa, ,11.69291682,31.7459835,40.95004095,5.73,2.668728298,F4V         ,0.44
20517,28716,41117,2135,, 62Chi2Ori, ,6.06532876,20.13845865,10000,4.64,-10.36,B2Iavar     ,0.236
80999,111497,213998,8597,, 62Eta Aqr, ,22.58925803,-0.11736123,56.27462015,4.04,0.288437139,B9IV-Vn     ,-0.083
62703,87108,161868,6629,, 62Gam Oph, ,17.79821501,2.70745875,29.05287623,3.75,1.43405433,A0V         ,0.043
32494,43970,76543,3561,, 62Omi1Cnc, ,8.95414248,15.32271727,49.04364885,5.22,1.767086129,A5III       ,0.149
26553,36366,58946,2852,Gl 274  A, 62Rho Gem, ,7.48516936,31.78407932,18.49796522,4.16,2.824380207,F0V...      ,0.32
83617,115250,220061,8880,, 62Tau Peg, ,23.34395088,23.7403592,51.28205128,4.58,1.030173057,A5V         ,0.18
75548,104060,200905,8079,, 62Xi  Cyg, ,21.08218216,43.92785122,361.0108303,3.72,-4.067601155,K5Ibv SB    ,1.609
7641,10944,14392,682,, 63    And, ,2.34949247,50.15154156,109.2896175,5.57,0.37710547,B9p Si      ,-0.089
25314,34752,54716,2696,, 63    Aur, ,7.19424789,39.32054373,142.4501425,4.91,-0.858314439,K4II-III    ,1.451
7128,10234,13468,639,, 63    Cet, ,2.19328932,-1.82534866,108.6956522,5.94,0.758939137,G9III:      ,0.967
75644,104194,201251,8089,, 63    Cyg, ,21.11002448,47.64840597,301.2048193,4.56,-2.834309581,K4II        ,1.569
16409,23221,32008,1608,, 63    Eri, ,4.99734468,-10.26299266,54.67468562,5.39,1.701068527,G4V         ,0.797
26460,36238,58728,2846,, 63    Gem, ,7.46233179,21.44554856,34.0367597,5.2,2.540258957,F5IV-V...   ,0.455
60473,84054,155514,6391,, 63    Her, ,17.18421416,24.23762081,87.64241893,6.2,1.486428222,A8V         ,0.227
20595,28812,41361,2144,, 63    Ori, ,6.08282986,5.41997005,337.8378378,5.67,-1.973541445,G7III:      ,1.047
83632,115271,220088,8882,, 63    Peg, ,23.34708456,30.4150884,133.5113485,5.58,-0.047590912,M0III       ,1.501
71446,98633,189741,7649,, 63    Sgr, ,20.03293811,-13.63724241,94.87666034,5.69,0.804203054,A1IV        ,0.079
14394,20484,27749,1376,, 63    Tau, ,4.39027732,16.77732694,47.23665564,5.64,2.26860429,A1m         ,0.31
47656,65301,116292,5044,, 63    Vir, ,13.38365147,-17.73520402,98.03921569,5.36,0.403000859,K0III       ,0.987
40110,54182,96097,4310,, 63Chi Leo, ,11.08367497,7.33612254,28.95193978,4.62,2.311611666,F2III-IVvar ,0.332
42368,57399,102224,4518,, 63Chi UMa, ,11.76753725,47.77933701,60.09615385,3.69,-0.20423339,K0III       ,1.181
2640,3786,4656,224,, 63Del Psc, ,0.81135982,7.58520186,93.5453695,4.44,-0.415111474,K5III       ,1.5
70523,97433,188119,7582,, 63Eps Dra, ,19.8028371,70.26783533,44.64285714,3.84,0.591240092,G8III       ,0.888
81141,111710,214376,8610,, 63Kap Aqr, ,22.62928361,-4.22776291,71.83908046,5.04,0.758196176,K2III       ,1.14
32516,44001,76582,3565,, 63Omi2Cnc, ,8.95976751,15.58123453,49.26108374,5.68,2.21748019,F0IV        ,0.209
71587,98823,190327,7669,, 63Tau Aql, ,20.06897411,7.27793427,161.5508885,5.51,-0.531546755,K0III       ,1.063
11052,15737,20893,1015,, 63Tau2Ari, ,3.37924226,20.7421051,97.75171065,5.1,0.149378169,K3III       ,1.231
67085,92946,175638,7141,, 63The1Ser, ,18.93698898,4.20352956,40.43671654,4.62,1.586120582,A5V         ,0.161
67090,92951,175639,7142,, 63The2Ser, ,18.93739246,4.20205672,43.78283713,4.98,1.773480498,A5Vn        ,0.204
7844,11220,14770,694,, 64    And, ,2.40691499,50.00663318,115.0747986,5.19,-0.114901118,G8III       ,0.979
71856,99171,191067,7690,, 64    Aql, ,20.13382082,-0.67802026,47.86979416,5.97,2.5696922,K1IV        ,1.023
11141,15861,21017,1022,, 64    Ari, ,3.40512911,24.72418789,70.52186178,5.5,1.258381154,K4III       ,1.19
25776,35341,56221,2753,, 64    Aur, ,7.30061804,40.88336298,82.10180624,5.87,1.298236441,A5Vn        ,0.181
7109,10212,13421,635,, 64    Cet, ,2.18921181,8.57008262,42.5170068,5.64,2.497186587,G0IV        ,0.569
71407,98583,190544,7676,, 64    Dra, ,20.02459214,64.82100457,173.0103806,5.22,-0.970360808,M1III       ,1.598
16416,23231,32045,1611,, 64    Eri, ,4.99880918,-12.5372045,89.20606601,4.78,0.028028063,F0V         ,0.267
26571,36393,59037,2857,, 64    Gem, ,7.48901759,28.1184038,50,5.07,1.575149978,A4V         ,0.12
40266,54388,96528,4322,, 64    Leo, ,11.1276989,23.32373831,75.58578987,6.48,2.087799221,A5m         ,0.164
20502,28691,41040,2130,, 64    Ori, ,6.05760007,19.69061033,327.8688525,5.14,-2.438500803,B8V         ,-0.097
83689,115355,220222,8887,, 64    Peg, ,23.36525723,31.81248117,255.7544757,5.35,-1.689116213,B6III       ,-0.101
2658,3810,4676,225,Gl  34.1 , 64    Psc, ,0.81630825,16.9411337,23.92344498,5.07,3.175881409,F8V...      ,0.502
67169,93051,175869,7158,, 64    Ser, ,18.95460927,2.5353768,337.8378378,5.56,-2.083541445,B9IIIp...   ,0.004
47619,65241,116235,5040,, 64    Vir, ,13.36936936,5.15485074,63.69426752,5.89,1.869498262,A2m         ,0.109
60677,84345,156014,6406,, 64Alp1Her,Rasalgethi,17.24412845,14.39025314,117.2332943,2.78,-2.565254844,M5IIvar     ,1.164
14438,20542,27819,1380,, 64Del2Tau, ,4.4015816,17.44421161,44.72271914,4.8,1.547358996,A7V         ,0.154
42763,58001,103287,4554,, 64Gam UMa,Phad,11.89715035,53.69473296,25.64760195,2.41,0.364766176,A0V SB      ,0.044
63408,88048,163917,6698,, 64Nu  Oph, ,17.9837771,-9.77334973,46.83840749,3.32,-0.033010603,K0III       ,0.987
32640,44154,76813,3575,, 64Sig3Cnc, ,8.99241237,32.41864339,98.13542689,5.23,0.27087092,G9III       ,0.913
76069,104732,202109,8115,, 64Zet Cyg, ,21.21560598,30.22708128,46.25346901,3.21,-0.115721552,G8II SB     ,0.99
7916,11313,14872,699,, 65    And, ,2.42705582,50.27866588,105.7082452,4.73,-0.390544318,K4III       ,1.532
11148,15870,21050,1027,, 65    Ari, ,3.40725415,20.80351283,92.93680297,6.07,1.229061357,A1V         ,-0.028
26054,35710,57264,2793,, 65    Aur, ,7.36741345,36.76063782,71.94244604,5.12,0.835074001,K0III       ,1.082
71463,98658,190713,7682,, 65    Dra, ,20.03893328,64.63439179,102.8806584,6.27,1.208331325,G7III:      ,0.927
26601,36429,59148,2861,, 65    Gem, ,7.49688365,27.91619925,117.5088132,5.01,-0.3403522,K2III       ,1.117
40225,54336,96436,4319,, 65    Leo, ,11.11511968,1.95573365,62.30529595,5.52,1.547375184,G9IIICN...  ,0.955
83722,115407,220318,8891,, 65    Peg, ,23.37791676,20.82874369,149.4768311,6.28,0.407130589,B9.5V       ,-0.033
2707,3885,4757,230,, 65    Psc, ,0.8314191,27.71031105,106.3829787,5.55,0.415639268,F5III+...   ,0.398
71680,98953,190454,7675,, 65    Sgr, ,20.09064738,-12.6650459,123.4567901,6.53,1.072425094,A0V         ,0.05
42841,58112,103483,4560,, 65    UMa, ,11.91826121,46.4768391,245.7002457,6.54,-0.412027954,A3Vn        ,0.117
42845,58117,103498,4561,, 65    UMa, ,11.91981152,46.46978128,314.4654088,7.03,-0.4578644,A1spe...    ,0.015
47672,65323,116365,5047,, 65    Vir, ,13.38858478,-4.92438824,355.8718861,5.88,-1.8764684,K3III       ,1.431
32566,44066,76756,3572,, 65Alp Cnc, ,8.97477693,11.85777198,53.21979776,4.26,0.629633901,A5m         ,0.141
60696,84379,156164,6410,NN 3995 A, 65Del Her, ,17.25053449,24.83958739,24.06738869,3.12,1.212855141,A3IVv SB    ,0.08
14508,20635,27934,1387,, 65Kap1Tau, ,4.42280521,22.29398098,47.01457452,4.21,0.84883745,A7IV-V      ,0.136
16511,23364,32249,1617,, 65Psi Eri, ,5.0239847,-7.17397802,293.255132,4.8,-2.536228105,B3V         ,-0.164
76190,104887,202444,8130,Gl 822.1A, 65Tau Cyg, ,21.24648517,38.04432043,20.92050209,3.74,2.137139483,F1IV        ,0.393
72099,99473,191692,7710,, 65The Aql, ,20.18840688,-0.82147569,88.02816901,3.24,-1.483108343,B9.5III     ,-0.066
7194,10324,13611,649,, 65Xi 1Cet, ,2.21666971,8.8467523,110.9877913,4.36,-0.866376045,G8II:       ,0.878
8014,11465,15138,709,, 66    And, ,2.46437474,50.57019433,53.07855626,6.16,2.535404492,F4V         ,0.435
72212,99631,192107,7720,, 66    Aql, ,20.22051872,-1.00926621,272.479564,5.44,-1.736669679,K5III       ,1.43
81497,112211,215167,8649,, 66    Aqr, ,22.72645904,-18.83030716,148.5884101,4.68,-1.179924679,K3III       ,1.358
11345,16181,21467,1048,, 66    Ari, ,3.47404643,22.80427706,69.25207756,6.03,1.827835966,K0IV        ,0.951
26216,35907,57669,2805,, 66    Aur, ,7.402353,40.67244066,223.2142857,5.23,-1.51360993,K0III       ,1.249
7179,10305,13612,650,Gl  87.1A, 66    Cet, ,2.21314533,-2.3934596,46.06172271,5.65,2.333299117,F8V         ,0.546
32759,44307,77104,3587,, 66    Cnc, ,9.02336923,32.25229474,156.25,5.89,-0.07910013,A2V         ,0.088
71688,98962,191277,7701,, 66    Dra, ,20.09242365,61.99524822,53.24813632,5.4,1.76847794,K3III       ,1.191
16836,23794,32964,1657,, 66    Eri, ,5.11267966,-4.65516319,85.83690987,5.12,0.451629627,B9.5V       ,-0.059
63482,88149,164284,6712,, 66    Oph, ,18.00438821,4.36864674,207.4688797,4.79,-1.794764809,B2Ve        ,-0.1
20596,28814,41380,2145,, 66    Ori, ,6.08287775,4.15867686,763.3587786,5.63,-3.783643522,G4III       ,1.041
83743,115444,220363,8893,, 66    Peg, ,23.38459921,12.3139519,101.2145749,5.09,0.063784723,K3III       ,1.315
2978,4267,5267,254,, 66    Psc, ,0.90978333,19.18843611,112.6126126,5.8,0.542064829,A1Vn        ,-0.016
14423,20522,27820,1381,, 66    Tau, ,4.39773267,9.46098377,121.5066829,5.1,-0.323000824,A3V         ,0.074
42888,58181,103605,4566,, 66    UMa, ,11.93289102,56.59856271,96.71179884,5.83,0.902602694,K1III       ,1.101
47739,65420,116568,5050,, 66    Vir, ,13.40920456,-5.16392212,30.0932892,5.76,3.367651706,F3V         ,0.415
26923,36850,60179,2891,Gl 278  A, 66Alp Gem,Castor,7.57666793,31.88863645,15.80527896,1.58,0.585989172,A2Vm        ,0.034
86307,0,60178,2890,Gl 278  B, 66Alp Gem, ,7.576977829,31.89188279,15.80527896,2.85,1.855989172,  A m       , 
76376,105138,202904,8146,, 66Ups Cyg, ,21.29862997,34.8968812,276.2430939,4.41,-2.796457147,B2Vne       ,-0.103
81474,112179,215143,8647,, 67    Aqr, ,22.7206243,-6.96291246,112.7395716,6.4,1.139618099,A0Vn        ,-0.039
7413,10642,14129,666,, 67    Cet, ,2.28305263,-6.4218563,104.3841336,5.51,0.416827545,G8III       ,0.962
32790,44342,77190,3589,, 67    Cnc, ,9.03024485,27.90278284,58.71990605,6.07,2.22607324,A8Vn        ,0.243
40337,54487,96738,4332,, 67    Leo, ,11.14696778,24.6584498,125.1564456,5.7,0.212733897,A3IV        ,0.081
63509,88192,164353,6714,, 67    Oph, ,18.01075431,2.93158759,434.7826087,3.93,-4.26136082,B5Ib        ,0.029
83845,115591,220599,8903,, 67    Peg, ,23.41411691,32.38487495,155.2795031,5.56,-0.395570663,B9III       ,-0.075
3048,4366,5382,262,, 67    Psc, ,0.93292285,27.20935396,83.7520938,6.08,1.465021634,A5IV        ,0.133
43229,58684,104513,4594,, 67    UMa, ,12.0352953,43.04546506,33.92130258,5.22,2.567637396,A7m         ,0.283
47773,65474,116658,5056,, 67Alp Vir,Spica,13.41989015,-11.16124491,80.38585209,0.98,-3.545898098,B1V         ,-0.235
16898,23875,33111,1666,Wo 9175  , 67Bet Eri, ,5.13084276,-5.08626282,27.24053391,2.78,0.603921923,A3IIIvar    ,0.161
14513,20641,27946,1388,, 67Kap2Tau, ,4.42359573,22.2001124,44.15011038,5.27,2.045341032,A7V         ,0.25
20788,29038,41753,2159,, 67Nu  Ori, ,6.12620051,14.76852318,163.9344262,4.42,-1.653350825,B3IV        ,-0.164
60697,84380,156283,6418,, 67Pi  Her, ,17.25079285,36.80915527,112.4859393,3.16,-2.095491195,K3IIvar     ,1.437
72297,99742,192425,7724,, 67Rho Aql, ,20.23794044,15.19746767,47.08097928,4.94,1.575772562,A2V         ,0.072
71494,98702,190940,7685,, 67Rho Dra, ,20.04695756,67.87344872,124.6882793,4.51,-0.969128159,K3III       ,1.313
76345,105102,202850,8143,, 67Sig Cyg, ,21.29026459,39.39469016,1388.888889,4.22,-6.493337518,B9Iab       ,0.098
73249,100977,194939,7821,, 68    Aql, ,20.47358037,-3.35774231,170.9401709,6.12,-0.04422067,B9V         ,-0.049
81722,112529,215721,8670,, 68    Aqr, ,22.79255208,-19.61287445,81.56606852,5.24,0.682452351,G8III       ,0.941
76414,105186,203064,8154,, 68    Cyg, ,21.30755046,43.9459669,10000000,5.04,-9.96,O8          ,-0.061
72118,99500,192455,7727,, 68    Dra, ,20.1929845,62.07834754,48.68549172,5.7,2.263002196,F5V         ,0.53
16946,23941,33256,1673,Gl 189.2 , 68    Eri, ,5.14546298,-4.45624625,25.00625156,5.11,3.119757021,F2V         ,0.455
26849,36760,60107,2886,, 68    Gem, ,7.5601386,15.82669239,115.0747986,5.27,-0.034901118,A1Vn        ,0.055
60837,84573,156633,6431,, 68    Her, ,17.28876958,33.10011419,265.2519894,4.8,-2.318293249,B1.5Vp      ,-0.166
63582,88290,164577,6723,, 68    Oph, ,18.02921931,1.30510936,81.23476848,4.42,-0.128709735,A2Vn        ,0.046
21112,29433,42509,2193,, 68    Ori, ,6.20037193,19.79057155,297.6190476,5.76,-1.608303613,B9.5V       ,-0.071
3152,4510,5575,274,, 68    Psc, ,0.9639301,28.9922356,215.9827214,5.44,-1.232095045,G6III       ,1.076
43751,59458,106002,4641,, 68    UMa, ,12.19580415,57.05444463,297.6190476,6.34,-1.028303613,K5III       ,1.505
47846,65581,116870,5064,, 68    Vir, ,13.4453457,-12.70761258,154.7987616,5.27,-0.67883741,K5III       ,1.477
40626,54872,97603,4357,Gl 419   , 68Del Leo, ,11.23511447,20.52403384,17.69285209,2.56,1.321010766,A4V         ,0.128
14518,20648,27962,1389,, 68Del3Tau, ,4.42481039,17.92798917,45.35147392,4.3,1.017042969,A2IV        ,0.049
7553,10826,14386,681,, 68Omi Cet, ,2.32244073,-2.97706055,128.3697047,6.47,0.927687288,M5e-M9e     ,0.966
83867,115623,220657,8905,, 68Ups Peg, ,23.4229615,23.40401243,53.10674456,4.42,0.7942516,F8IV        ,0.617
73341,101101,195135,7831,, 69    Aql, ,20.49415518,-2.8854763,58.54800937,4.91,1.072439332,K2III       ,1.16
7695,11021,14652,689,, 69    Cet, ,2.36573195,0.39569203,401.6064257,5.29,-2.729003265,M2III       ,1.648
76894,105811,204172,8209,, 69    Cyg, ,21.42972782,36.66740768,847.4576271,5.93,-3.710589963,B0Ib        ,0.033
71265,98401,190960,7686,, 69    Dra, ,19.99352609,76.48153707,161.0305958,6.2,0.165458001,M3III       ,1.61
60865,84606,156729,6436,, 69    Her, ,17.29452385,37.29134328,54.52562704,4.64,0.956996657,A2V         ,0.043
40610,54849,97585,4356,, 69    Leo, ,11.2293278,-0.06950857,146.1988304,5.4,-0.424719491,A0V         ,-0.02
21113,29434,42545,2198,, 69    Ori, ,6.20091003,16.13044684,237.5296912,4.95,-1.928589521,B5Vn        ,-0.149
83990,115806,220933,8915,, 69    Peg, ,23.4612136,25.1673687,112.4859393,5.99,0.734508805,A0MNp...    ,-0.066
47884,65639,116976,5068,Gl 511.2 , 69    Vir, ,13.45756613,-15.97363075,79.17656374,4.76,0.267016753,K1IIICN...  ,1.096
43967,59774,106591,4660,Gl 459   , 69Del UMa, ,12.25706919,57.03259792,24.96878901,3.32,1.333012602,A3Vvar      ,0.077
16971,23972,33328,1679,, 69Lam Eri, ,5.15243971,-8.75407607,537.6344086,4.25,-4.402435279,B2IVn       ,-0.187
32834,44405,77350,3595,, 69Nu  Cnc, ,9.04562973,24.45293256,140.0560224,5.45,-0.281508941,A0III       ,-0.041
